date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:47:54	401/401	---M--	200	added ('OK')	image/png	date:Tue,%2024%20May%202022%2001:32:10%20GMT	https://invitacionesvirtuales.net/salon/favicon-16x16.png	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/salon/favicon-16x16.png	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:54	210445/210445	---MCZ	200	added ('OK')	text/javascript	etag:W/%223360d-7zvdaxLS2Lhi3Pty7QrCYymkuqI%22	https://platform-api.sharethis.com/js/sharethis.js	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/platform-api.sharethis.com/js/sharethis.js	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:55	118779/118779	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Dec%202019%2017:35:27%20GMT	https://invitacionesvirtuales.net/assets/ayi-portada-1.jpg	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/assets/ayi-portada-1.jpg	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:55	49488/49488	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202023%2023:12:01%20GMT	https://invitacionesvirtuales.net/assets/distritobarracas-logo17006083211934.png	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/assets/distritobarracas-logo17006083211934.png	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:56	53507/53507	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2000:49:13%20GMT	https://invitacionesvirtuales.net/assets/ayelen-1b16642397531999.jpg	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/assets/ayelen-1b16642397531999.jpg	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:56	50857/50857	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2000:49:13%20GMT	https://invitacionesvirtuales.net/assets/ayelen-216642397532013.jpg	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/assets/ayelen-216642397532013.jpg	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:57	41570/41570	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2000:49:13%20GMT	https://invitacionesvirtuales.net/assets/ayelen-416642397532029.jpg	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/assets/ayelen-416642397532029.jpg	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:57	62569/62569	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Sep%202022%2000:49:13%20GMT	https://invitacionesvirtuales.net/assets/ayelen-316642397532021.jpg	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/assets/ayelen-316642397532021.jpg	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:57	6842/6842	---MC-	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2013:49:20%20GMT	https://invitacionesvirtuales.net/salon/confirmacionp.php?id=28532	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/salon/confirmacionpa30e.html	(from https://invitacionesvirtuales.net/salon/invitacionper.php?id=28532&KT_back=1)
10:47:57	2708/2708	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Jul%202022%2018:24:29%20GMT	https://invitacionesvirtuales.net/salon/images/confirmacionasistencia.jpg	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/salon/images/confirmacionasistencia.jpg	(from https://invitacionesvirtuales.net/salon/confirmacionp.php?id=28532)
10:47:57	23485/23485	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Sep%202022%2019:01:57%20GMT	https://invitacionesvirtuales.net/salon/reserva.css	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/salon/reserva.css	(from https://invitacionesvirtuales.net/salon/confirmacionp.php?id=28532)
10:47:58	35944/35944	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2012:35:11%20GMT	https://invitacionesvirtuales.net/assets/ayi-wsp.jpg	C:/Users/JGiancaspro.CSJG/Desktop/carpetin/3-ModeloArena/invitacionesvirtuales.net/assets/ayi-wsp.jpg	(from https://invitacionesvirtuales.net/salon/confirmacionp.php?id=28532)
